term,score,polarity,freq_misogynistic,freq_non_misogynistic,total_freq,log_ratio
faz_hom,-0.5042,non-misogynistic,1,7,8,-0.2295
ach_vid,-0.5042,non-misogynistic,1,7,8,-0.2295
cois_ent,-0.5042,non-misogynistic,1,7,8,-0.2295
arqu,-0.5042,non-misogynistic,1,7,8,-0.2295
honest_trabalh,-0.5042,non-misogynistic,1,7,8,-0.2295
encolh,-0.5042,non-misogynistic,1,7,8,-0.2295
adivinh,-0.5042,non-misogynistic,1,7,8,-0.2295
mobiliz,-0.5042,non-misogynistic,1,7,8,-0.2295
roup_pra,-0.5042,non-misogynistic,1,7,8,-0.2295
gost_ach,-0.5042,non-misogynistic,1,7,8,-0.2295
excepc,-0.5042,non-misogynistic,1,7,8,-0.2295
negah,-0.5042,non-misogynistic,1,7,8,-0.2295
evoluç,-0.5042,non-misogynistic,1,7,8,-0.2295
dev_ter,-0.5088,non-misogynistic,25,91,116,-0.1068
peit,-0.5248,non-misogynistic,16,60,76,-0.1208
vet,-0.529,non-misogynistic,8,32,40,-0.1424
inútil,-0.529,non-misogynistic,8,32,40,-0.1424
sab_diss,-0.5384,non-misogynistic,6,25,31,-0.1553
fal_cois,-0.5384,non-misogynistic,6,25,31,-0.1553
médic,-0.5384,non-misogynistic,6,25,31,-0.1553
esgot,-0.5586,non-misogynistic,4,18,22,-0.1782
acid,-0.5586,non-misogynistic,4,18,22,-0.1782
pra_tom,-0.5586,non-misogynistic,4,18,22,-0.1782
torc_pra,-0.5586,non-misogynistic,4,18,22,-0.1782
reag,-0.5586,non-misogynistic,4,18,22,-0.1782
inacredit,-0.5586,non-misogynistic,4,18,22,-0.1782
privilegi,-0.5586,non-misogynistic,4,18,22,-0.1782
preserv,-0.5586,non-misogynistic,4,18,22,-0.1782
tão_grand,-0.5586,non-misogynistic,4,18,22,-0.1782
cel,-0.5586,non-misogynistic,4,18,22,-0.1782
sao,-0.5604,non-misogynistic,17,64,81,-0.1272
process,-0.5604,non-misogynistic,23,85,108,-0.1195
coleg,-0.58,non-misogynistic,9,36,45,-0.1515
drog,-0.5872,non-misogynistic,28,103,131,-0.1203
lamb,-0.5955,non-misogynistic,7,29,36,-0.1649
vot,-0.5989,non-misogynistic,69,246,315,-0.1041
man_fic,-0.6055,non-misogynistic,2,11,13,-0.2295
mulh_gost,-0.6055,non-misogynistic,2,11,13,-0.2295
pav,-0.6055,non-misogynistic,2,11,13,-0.2295
vc_sab,-0.6055,non-misogynistic,2,11,13,-0.2295
tav_pens,-0.6055,non-misogynistic,2,11,13,-0.2295
dess_pesso,-0.6055,non-misogynistic,2,11,13,-0.2295
ahhhh,-0.6055,non-misogynistic,2,11,13,-0.2295
espéci,-0.6055,non-misogynistic,2,11,13,-0.2295
real_ach,-0.6055,non-misogynistic,2,11,13,-0.2295
lix_dess,-0.6055,non-misogynistic,2,11,13,-0.2295
consult,-0.6055,non-misogynistic,2,11,13,-0.2295
ódi_dess,-0.6055,non-misogynistic,2,11,13,-0.2295
assim_tod,-0.6055,non-misogynistic,2,11,13,-0.2295
blind,-0.6055,non-misogynistic,2,11,13,-0.2295
rest_vid,-0.6055,non-misogynistic,2,11,13,-0.2295
cald,-0.6055,non-misogynistic,2,11,13,-0.2295
soberan,-0.6055,non-misogynistic,2,11,13,-0.2295
obje,-0.6228,non-misogynistic,5,22,27,-0.1869
otári,-0.6228,non-misogynistic,5,22,27,-0.1869
panel,-0.6228,non-misogynistic,5,22,27,-0.1869
facil,-0.6228,non-misogynistic,5,22,27,-0.1869
gêner,-0.6228,non-misogynistic,5,22,27,-0.1869
perd_temp,-0.6228,non-misogynistic,5,22,27,-0.1869
separ,-0.6228,non-misogynistic,5,22,27,-0.1869
comport,-0.6228,non-misogynistic,5,22,27,-0.1869
dev_faz,-0.6228,non-misogynistic,5,22,27,-0.1869
psdb,-0.6228,non-misogynistic,5,22,27,-0.1869
arrog,-0.6228,non-misogynistic,5,22,27,-0.1869
pra_frent,-0.6228,non-misogynistic,5,22,27,-0.1869
fraud,-0.6228,non-misogynistic,5,22,27,-0.1869
plant,-0.6245,non-misogynistic,10,40,50,-0.1588
máx,-0.644,non-misogynistic,8,33,41,-0.1723
cuid,-0.6593,non-misogynistic,48,175,223,-0.1218
cult,-0.6606,non-misogynistic,27,101,128,-0.1359
ment,-0.6698,non-misogynistic,77,277,354,-0.1141
propagand,-0.6751,non-misogynistic,6,26,32,-0.1931
adult,-0.6751,non-misogynistic,6,26,32,-0.1931
boicot,-0.6751,non-misogynistic,6,26,32,-0.1931
mao,-0.6756,non-misogynistic,3,15,18,-0.2295
enrol,-0.6756,non-misogynistic,3,15,18,-0.2295
altur,-0.6756,non-misogynistic,3,15,18,-0.2295
senã,-0.6756,non-misogynistic,3,15,18,-0.2295
carat,-0.6756,non-misogynistic,3,15,18,-0.2295
dív,-0.6756,non-misogynistic,3,15,18,-0.2295
dedic,-0.6756,non-misogynistic,3,15,18,-0.2295
apart,-0.6756,non-misogynistic,3,15,18,-0.2295
car_quer,-0.6756,non-misogynistic,3,15,18,-0.2295
tit,-0.6756,non-misogynistic,3,15,18,-0.2295
benefici,-0.6756,non-misogynistic,3,15,18,-0.2295
temp_pass,-0.6756,non-misogynistic,3,15,18,-0.2295
pil,-0.6756,non-misogynistic,3,15,18,-0.2295
prát,-0.6756,non-misogynistic,3,15,18,-0.2295
vam_ter,-0.6756,non-misogynistic,3,15,18,-0.2295
fic_olh,-0.6756,non-misogynistic,3,15,18,-0.2295
sam,-0.6756,non-misogynistic,3,15,18,-0.2295
estagi,-0.6756,non-misogynistic,3,15,18,-0.2295
pod_ter,-0.6779,non-misogynistic,21,80,101,-0.1466
respe,-0.6859,non-misogynistic,9,37,46,-0.1782
gran,-0.6859,non-misogynistic,9,37,46,-0.1782
invé,-0.699,non-misogynistic,12,48,60,-0.17
ferr,-0.699,non-misogynistic,12,48,60,-0.17
azul,-0.7192,non-misogynistic,7,30,37,-0.1977
vis,-0.7228,non-misogynistic,10,41,51,-0.1829
deboch,-0.7292,non-misogynistic,4,19,23,-0.2295
pacot,-0.7292,non-misogynistic,4,19,23,-0.2295
pod_dar,-0.7292,non-misogynistic,4,19,23,-0.2295
qu_fal,-0.7292,non-misogynistic,4,19,23,-0.2295
prêmi,-0.7292,non-misogynistic,4,19,23,-0.2295
étic,-0.7292,non-misogynistic,4,19,23,-0.2295
max,-0.7292,non-misogynistic,4,19,23,-0.2295
jardim,-0.7292,non-misogynistic,4,19,23,-0.2295
rach,-0.7292,non-misogynistic,4,19,23,-0.2295
ident,-0.7292,non-misogynistic,4,19,23,-0.2295
ei,-0.7292,non-misogynistic,4,19,23,-0.2295
mach,-0.7428,non-misogynistic,54,199,253,-0.1341
serviç,-0.7556,non-misogynistic,11,45,56,-0.1869
pra_car,-0.7571,non-misogynistic,8,34,42,-0.2013
peç,-0.7571,non-misogynistic,8,34,42,-0.2013
oportun,-0.7594,non-misogynistic,14,56,70,-0.1782
sociedad,-0.7654,non-misogynistic,17,67,84,-0.1723
ador,-0.7669,non-misogynistic,30,114,144,-0.1541
dement,-0.7726,non-misogynistic,5,23,28,-0.2295
assalt,-0.7726,non-misogynistic,5,23,28,-0.2295
maqui,-0.7726,non-misogynistic,5,23,28,-0.2295
combin,-0.7726,non-misogynistic,5,23,28,-0.2295
popul,-0.7796,non-misogynistic,23,89,112,-0.1649
persegu,-0.7902,non-misogynistic,9,38,47,-0.2041
fracass,-0.7902,non-misogynistic,9,38,47,-0.2041
melhor_ano,-0.7995,non-misogynistic,1,8,9,-0.3472
ver_quant,-0.7995,non-misogynistic,1,8,9,-0.3472
dágu,-0.7995,non-misogynistic,1,8,9,-0.3472
volt_pro,-0.7995,non-misogynistic,1,8,9,-0.3472
pass_bat,-0.7995,non-misogynistic,1,8,9,-0.3472
concord_plen,-0.7995,non-misogynistic,1,8,9,-0.3472
pass_temp,-0.7995,non-misogynistic,1,8,9,-0.3472
maior_pesso,-0.7995,non-misogynistic,1,8,9,-0.3472
element,-0.7995,non-misogynistic,1,8,9,-0.3472
alguém_faz,-0.7995,non-misogynistic,1,8,9,-0.3472
ombr,-0.7995,non-misogynistic,1,8,9,-0.3472
cas_caiu,-0.7995,non-misogynistic,1,8,9,-0.3472
pod_entr,-0.7995,non-misogynistic,1,8,9,-0.3472
tcc,-0.7995,non-misogynistic,1,8,9,-0.3472
car_deu,-0.7995,non-misogynistic,1,8,9,-0.3472
lec,-0.7995,non-misogynistic,1,8,9,-0.3472
vai_aparec,-0.7995,non-misogynistic,1,8,9,-0.3472
parano,-0.7995,non-misogynistic,1,8,9,-0.3472
tur,-0.7995,non-misogynistic,1,8,9,-0.3472
pod_pi,-0.7995,non-misogynistic,1,8,9,-0.3472
util,-0.7995,non-misogynistic,1,8,9,-0.3472
ter_tant,-0.7995,non-misogynistic,1,8,9,-0.3472
pra_salv,-0.7995,non-misogynistic,1,8,9,-0.3472
misteri,-0.7995,non-misogynistic,1,8,9,-0.3472
algum_lug,-0.7995,non-misogynistic,1,8,9,-0.3472
fal_palavr,-0.7995,non-misogynistic,1,8,9,-0.3472
brig_fei,-0.7995,non-misogynistic,1,8,9,-0.3472
proteç,-0.7995,non-misogynistic,1,8,9,-0.3472
vai_chor,-0.7995,non-misogynistic,1,8,9,-0.3472
fic_mão,-0.7995,non-misogynistic,1,8,9,-0.3472
fal_ninguém,-0.7995,non-misogynistic,1,8,9,-0.3472
cheg_atras,-0.7995,non-misogynistic,1,8,9,-0.3472
permanec,-0.7995,non-misogynistic,1,8,9,-0.3472
forc,-0.7995,non-misogynistic,1,8,9,-0.3472
nao_adiant,-0.7995,non-misogynistic,1,8,9,-0.3472
sacrific,-0.7995,non-misogynistic,1,8,9,-0.3472
melhor_pra,-0.7995,non-misogynistic,1,8,9,-0.3472
merd_tod,-0.7995,non-misogynistic,1,8,9,-0.3472
bic,-0.7995,non-misogynistic,1,8,9,-0.3472
cheg_hor,-0.7995,non-misogynistic,1,8,9,-0.3472
farc,-0.7995,non-misogynistic,1,8,9,-0.3472
proveit,-0.7995,non-misogynistic,1,8,9,-0.3472
aind_acredit,-0.7995,non-misogynistic,1,8,9,-0.3472
sirv_pra,-0.7995,non-misogynistic,1,8,9,-0.3472
troux_pra,-0.7995,non-misogynistic,1,8,9,-0.3472
atir_contr,-0.7995,non-misogynistic,1,8,9,-0.3472
pesso_sent,-0.7995,non-misogynistic,1,8,9,-0.3472
aind_assim,-0.7995,non-misogynistic,1,8,9,-0.3472
grand_pra,-0.7995,non-misogynistic,1,8,9,-0.3472
vai_cag,-0.7995,non-misogynistic,1,8,9,-0.3472
convém,-0.7995,non-misogynistic,1,8,9,-0.3472
bochech,-0.7995,non-misogynistic,1,8,9,-0.3472
man_fud,-0.7995,non-misogynistic,1,8,9,-0.3472
fal_so,-0.7995,non-misogynistic,1,8,9,-0.3472
prev,-0.7995,non-misogynistic,1,8,9,-0.3472
dev_ach,-0.7995,non-misogynistic,1,8,9,-0.3472
pagin,-0.7995,non-misogynistic,1,8,9,-0.3472
denunc,-0.7995,non-misogynistic,1,8,9,-0.3472
heroín,-0.7995,non-misogynistic,1,8,9,-0.3472
amad,-0.7995,non-misogynistic,1,8,9,-0.3472
qu_guerr,-0.7995,non-misogynistic,1,8,9,-0.3472
brev,-0.7995,non-misogynistic,1,8,9,-0.3472
sempr_fic,-0.7995,non-misogynistic,1,8,9,-0.3472
post_sobr,-0.7995,non-misogynistic,1,8,9,-0.3472
rast,-0.7995,non-misogynistic,1,8,9,-0.3472
merd_vai,-0.7995,non-misogynistic,1,8,9,-0.3472
quic,-0.7995,non-misogynistic,1,8,9,-0.3472
indi,-0.7995,non-misogynistic,1,8,9,-0.3472
estelionat,-0.7995,non-misogynistic,1,8,9,-0.3472
com_pão,-0.7995,non-misogynistic,1,8,9,-0.3472
tom_pau,-0.7995,non-misogynistic,1,8,9,-0.3472
fei_vai,-0.7995,non-misogynistic,1,8,9,-0.3472
coloc_lix,-0.7995,non-misogynistic,1,8,9,-0.3472
fod_aind,-0.7995,non-misogynistic,1,8,9,-0.3472
inov,-0.7995,non-misogynistic,1,8,9,-0.3472
car_sab,-0.7995,non-misogynistic,1,8,9,-0.3472
porr_aqu,-0.7995,non-misogynistic,1,8,9,-0.3472
manc,-0.7995,non-misogynistic,1,8,9,-0.3472
guerrilh,-0.7995,non-misogynistic,1,8,9,-0.3472
correspond,-0.7995,non-misogynistic,1,8,9,-0.3472
pi_part,-0.7995,non-misogynistic,1,8,9,-0.3472
inconveni,-0.7995,non-misogynistic,1,8,9,-0.3472
pertub,-0.7995,non-misogynistic,1,8,9,-0.3472
gent_deix,-0.7995,non-misogynistic,1,8,9,-0.3472
nunc_tant,-0.7995,non-misogynistic,1,8,9,-0.3472
entr_pra,-0.7995,non-misogynistic,1,8,9,-0.3472
vai_dia,-0.7995,non-misogynistic,1,8,9,-0.3472
so_ness,-0.7995,non-misogynistic,1,8,9,-0.3472
reil,-0.7995,non-misogynistic,1,8,9,-0.3472
fal_quis,-0.7995,non-misogynistic,1,8,9,-0.3472
ai,-0.7995,non-misogynistic,1,8,9,-0.3472
am_vai,-0.7995,non-misogynistic,1,8,9,-0.3472
chacot,-0.7995,non-misogynistic,1,8,9,-0.3472
soh,-0.7995,non-misogynistic,1,8,9,-0.3472
moed,-0.7995,non-misogynistic,1,8,9,-0.3472
vez_car,-0.7995,non-misogynistic,1,8,9,-0.3472
melhor_aind,-0.7995,non-misogynistic,1,8,9,-0.3472
vai_quebr,-0.7995,non-misogynistic,1,8,9,-0.3472
pass_fom,-0.7995,non-misogynistic,1,8,9,-0.3472
sab_dess,-0.7995,non-misogynistic,1,8,9,-0.3472
hoj_fiz,-0.7995,non-misogynistic,1,8,9,-0.3472
encaminh,-0.7995,non-misogynistic,1,8,9,-0.3472
mund_pra,-0.7995,non-misogynistic,1,8,9,-0.3472
vint,-0.7995,non-misogynistic,1,8,9,-0.3472
fod_tod,-0.7995,non-misogynistic,1,8,9,-0.3472
put_dess,-0.7995,non-misogynistic,1,8,9,-0.3472
ninguém_pra,-0.7995,non-misogynistic,1,8,9,-0.3472
tud_lind,-0.7995,non-misogynistic,1,8,9,-0.3472
car_louc,-0.7995,non-misogynistic,1,8,9,-0.3472
fic_difícil,-0.7995,non-misogynistic,1,8,9,-0.3472
tent_explic,-0.7995,non-misogynistic,1,8,9,-0.3472
direit_mulh,-0.7995,non-misogynistic,1,8,9,-0.3472
monitor,-0.7995,non-misogynistic,1,8,9,-0.3472
matrícul,-0.7995,non-misogynistic,1,8,9,-0.3472
um_dia,-0.7995,non-misogynistic,1,8,9,-0.3472
nunc_gost,-0.7995,non-misogynistic,1,8,9,-0.3472
altern,-0.7995,non-misogynistic,1,8,9,-0.3472
ruel,-0.7995,non-misogynistic,1,8,9,-0.3472
corr_risc,-0.7995,non-misogynistic,1,8,9,-0.3472
deix_sent,-0.7995,non-misogynistic,1,8,9,-0.3472
ach_pra,-0.7995,non-misogynistic,1,8,9,-0.3472
fog_racist,-0.7995,non-misogynistic,1,8,9,-0.3472
mal_sab,-0.7995,non-misogynistic,1,8,9,-0.3472
bão,-0.7995,non-misogynistic,1,8,9,-0.3472
lev_tud,-0.7995,non-misogynistic,1,8,9,-0.3472
pens_nel,-0.7995,non-misogynistic,1,8,9,-0.3472
faz_crianç,-0.7995,non-misogynistic,1,8,9,-0.3472
famíl_brasil,-0.7995,non-misogynistic,1,8,9,-0.3472
camar,-0.7995,non-misogynistic,1,8,9,-0.3472
credit,-0.7995,non-misogynistic,1,8,9,-0.3472
canud,-0.7995,non-misogynistic,1,8,9,-0.3472
revel,-0.8091,non-misogynistic,6,27,33,-0.2295
program,-0.81,non-misogynistic,16,64,80,-0.1843
ovo,-0.8113,non-misogynistic,19,75,94,-0.1782
adiant,-0.8119,non-misogynistic,13,53,66,-0.1931
nacion,-0.817,non-misogynistic,33,126,159,-0.161
vai_procur,-0.8381,non-misogynistic,2,12,14,-0.3095
convoc,-0.8381,non-misogynistic,2,12,14,-0.3095
sud,-0.8381,non-misogynistic,2,12,14,-0.3095
espanhol,-0.8381,non-misogynistic,2,12,14,-0.3095
ness_fri,-0.8381,non-misogynistic,2,12,14,-0.3095
trabalh_vagabund,-0.8381,non-misogynistic,2,12,14,-0.3095
desarm,-0.8381,non-misogynistic,2,12,14,-0.3095
pro_amig,-0.8381,non-misogynistic,2,12,14,-0.3095
pesso_vão,-0.8381,non-misogynistic,2,12,14,-0.3095
mesm_form,-0.8381,non-misogynistic,2,12,14,-0.3095
embal,-0.8381,non-misogynistic,2,12,14,-0.3095
catrac,-0.8381,non-misogynistic,2,12,14,-0.3095
nunc_ped,-0.8381,non-misogynistic,2,12,14,-0.3095
eu,-0.8381,non-misogynistic,2,12,14,-0.3095
quant_temp,-0.8381,non-misogynistic,2,12,14,-0.3095
decad,-0.8381,non-misogynistic,2,12,14,-0.3095
trop,-0.8381,non-misogynistic,2,12,14,-0.3095
aéci,-0.8381,non-misogynistic,2,12,14,-0.3095
faz_pqp,-0.8381,non-misogynistic,2,12,14,-0.3095
qu_sab,-0.8381,non-misogynistic,2,12,14,-0.3095
car_vir,-0.8381,non-misogynistic,2,12,14,-0.3095
mosc,-0.8381,non-misogynistic,2,12,14,-0.3095
tav_fal,-0.8381,non-misogynistic,2,12,14,-0.3095
del,-0.8381,non-misogynistic,2,12,14,-0.3095
sei_diz,-0.8381,non-misogynistic,2,12,14,-0.3095
vai_merd,-0.8381,non-misogynistic,2,12,14,-0.3095
car_burr,-0.8381,non-misogynistic,2,12,14,-0.3095
mim_mesm,-0.8381,non-misogynistic,2,12,14,-0.3095
descont,-0.8381,non-misogynistic,2,12,14,-0.3095
vai_lav,-0.8381,non-misogynistic,2,12,14,-0.3095
aqu_gent,-0.8381,non-misogynistic,2,12,14,-0.3095
par_pens,-0.8381,non-misogynistic,2,12,14,-0.3095
sentiment,-0.8381,non-misogynistic,2,12,14,-0.3095
vai_daí,-0.8381,non-misogynistic,2,12,14,-0.3095
congel,-0.8381,non-misogynistic,2,12,14,-0.3095
boat,-0.8381,non-misogynistic,2,12,14,-0.3095
caralh_gost,-0.8381,non-misogynistic,2,12,14,-0.3095
sele,-0.8381,non-misogynistic,2,12,14,-0.3095
aind_exist,-0.8381,non-misogynistic,2,12,14,-0.3095
vai_consegu,-0.8381,non-misogynistic,2,12,14,-0.3095
sab_vai,-0.8381,non-misogynistic,2,12,14,-0.3095
mendig,-0.8381,non-misogynistic,2,12,14,-0.3095
pergunt_idiot,-0.8381,non-misogynistic,2,12,14,-0.3095
ach_legal,-0.8381,non-misogynistic,2,12,14,-0.3095
fit,-0.8381,non-misogynistic,2,12,14,-0.3095
dep,-0.8381,non-misogynistic,2,12,14,-0.3095
prox,-0.8381,non-misogynistic,2,12,14,-0.3095
guaran,-0.8381,non-misogynistic,2,12,14,-0.3095
sold,-0.8381,non-misogynistic,2,12,14,-0.3095
pra_gost,-0.8381,non-misogynistic,2,12,14,-0.3095
gent_tão,-0.8381,non-misogynistic,2,12,14,-0.3095
fic_aind,-0.8381,non-misogynistic,2,12,14,-0.3095
refer,-0.8381,non-misogynistic,2,12,14,-0.3095
pod_perd,-0.8381,non-misogynistic,2,12,14,-0.3095
culp,-0.847,non-misogynistic,35,134,169,-0.1649
volt_pra,-0.8588,non-misogynistic,15,61,76,-0.1977
assunt,-0.8683,non-misogynistic,8,35,43,-0.2295
figur,-0.8683,non-misogynistic,8,35,43,-0.2295
pra_ajud,-0.869,non-misogynistic,3,16,19,-0.2901
tom_pra,-0.869,non-misogynistic,3,16,19,-0.2901
gem,-0.869,non-misogynistic,3,16,19,-0.2901
gu,-0.869,non-misogynistic,3,16,19,-0.2901
boqu,-0.869,non-misogynistic,3,16,19,-0.2901
car_vai,-0.869,non-misogynistic,3,16,19,-0.2901
vergonh_alhe,-0.869,non-misogynistic,3,16,19,-0.2901
capitã,-0.869,non-misogynistic,3,16,19,-0.2901
ahh,-0.869,non-misogynistic,3,16,19,-0.2901
vai_entend,-0.869,non-misogynistic,3,16,19,-0.2901
pist,-0.869,non-misogynistic,3,16,19,-0.2901
cúmul,-0.869,non-misogynistic,3,16,19,-0.2901
credibil,-0.869,non-misogynistic,3,16,19,-0.2901
discrimin,-0.869,non-misogynistic,3,16,19,-0.2901
tom_man,-0.869,non-misogynistic,3,16,19,-0.2901
horri,-0.869,non-misogynistic,3,16,19,-0.2901
pau_mand,-0.869,non-misogynistic,3,16,19,-0.2901
pra_fal,-0.8728,non-misogynistic,19,76,95,-0.1912
cad_dia,-0.8796,non-misogynistic,16,65,81,-0.1996
apresent,-0.8921,non-misogynistic,13,54,67,-0.2114
assassin,-0.8921,non-misogynistic,13,54,67,-0.2114
limit,-0.893,non-misogynistic,9,39,48,-0.2295
bem_feit,-0.893,non-misogynistic,9,39,48,-0.2295
senh,-0.8934,non-misogynistic,63,237,300,-0.1565
chup_pau,-0.8956,non-misogynistic,4,20,24,-0.2782
administr,-0.8956,non-misogynistic,4,20,24,-0.2782
faz_bem,-0.8956,non-misogynistic,4,20,24,-0.2782
lei,-0.9118,non-misogynistic,34,132,166,-0.1782
corn,-0.9123,non-misogynistic,14,58,72,-0.2126
metad,-0.9153,non-misogynistic,10,43,53,-0.2295
imped,-0.9193,non-misogynistic,5,24,29,-0.2703
descans,-0.9193,non-misogynistic,5,24,29,-0.2703
entend_nad,-0.9193,non-misogynistic,5,24,29,-0.2703
batalh,-0.9193,non-misogynistic,5,24,29,-0.2703
agress,-0.9193,non-misogynistic,5,24,29,-0.2703
ter_filh,-0.9193,non-misogynistic,5,24,29,-0.2703
ranç,-0.9193,non-misogynistic,5,24,29,-0.2703
solt,-0.9245,non-misogynistic,44,169,213,-0.1723
mam,-0.931,non-misogynistic,15,62,77,-0.2137
hum,-0.9356,non-misogynistic,11,47,58,-0.2295
corret,-0.9484,non-misogynistic,16,66,82,-0.2146
tão_fei,-0.9599,non-misogynistic,7,32,39,-0.2602
maior,-0.9605,non-misogynistic,28,111,139,-0.1944
ofend,-0.9777,non-misogynistic,8,36,44,-0.2569
represent,-1.0079,non-misogynistic,20,82,102,-0.2175
relig,-1.0095,non-misogynistic,10,44,54,-0.2519
odi,-1.0167,non-misogynistic,16,67,83,-0.2295
tr,-1.0208,non-misogynistic,21,86,107,-0.218
contr,-1.022,non-misogynistic,131,491,622,-0.1588
stf,-1.0227,non-misogynistic,51,198,249,-0.1852
poi,-1.0311,non-misogynistic,52,202,254,-0.1861
far,-1.0544,non-misogynistic,19,79,98,-0.2295
am_deu,-1.0572,non-misogynistic,3,17,20,-0.3472
cag_pra,-1.0572,non-misogynistic,3,17,20,-0.3472
pesso_assim,-1.0572,non-misogynistic,3,17,20,-0.3472
henriqu,-1.0572,non-misogynistic,3,17,20,-0.3472
pra_trabalh,-1.0572,non-misogynistic,3,17,20,-0.3472
continu_send,-1.0572,non-misogynistic,3,17,20,-0.3472
rep,-1.0572,non-misogynistic,3,17,20,-0.3472
tod_pra,-1.0572,non-misogynistic,3,17,20,-0.3472
usou,-1.0572,non-misogynistic,3,17,20,-0.3472
quer_assim,-1.0572,non-misogynistic,3,17,20,-0.3472
trabalh_pra,-1.0581,non-misogynistic,4,21,25,-0.3248
notic,-1.0581,non-misogynistic,4,21,25,-0.3248
raiz,-1.0581,non-misogynistic,4,21,25,-0.3248
bilhã,-1.0581,non-misogynistic,4,21,25,-0.3248
marqu,-1.0581,non-misogynistic,4,21,25,-0.3248
cas_pra,-1.0581,non-misogynistic,4,21,25,-0.3248
temp_pra,-1.0581,non-misogynistic,4,21,25,-0.3248
conviv,-1.0628,non-misogynistic,5,25,30,-0.3095
queiroz,-1.0628,non-misogynistic,5,25,30,-0.3095
porqu_faz,-1.0636,non-misogynistic,2,13,15,-0.3836
repúdi,-1.0636,non-misogynistic,2,13,15,-0.3836
sab_ond,-1.0636,non-misogynistic,2,13,15,-0.3836
tud_vai,-1.0636,non-misogynistic,2,13,15,-0.3836
comand,-1.0636,non-misogynistic,2,13,15,-0.3836
ganh_dinh,-1.0636,non-misogynistic,2,13,15,-0.3836
fic_igual,-1.0636,non-misogynistic,2,13,15,-0.3836
calún,-1.0636,non-misogynistic,2,13,15,-0.3836
melhor_form,-1.0636,non-misogynistic,2,13,15,-0.3836
pre,-1.0636,non-misogynistic,2,13,15,-0.3836
quer_peg,-1.0636,non-misogynistic,2,13,15,-0.3836
sirv,-1.0636,non-misogynistic,2,13,15,-0.3836
confund,-1.0636,non-misogynistic,2,13,15,-0.3836
pesso_fic,-1.0636,non-misogynistic,2,13,15,-0.3836
vou_continu,-1.0636,non-misogynistic,2,13,15,-0.3836
brag,-1.0636,non-misogynistic,2,13,15,-0.3836
caval,-1.0636,non-misogynistic,2,13,15,-0.3836
fal_quer,-1.0636,non-misogynistic,2,13,15,-0.3836
narr,-1.0636,non-misogynistic,2,13,15,-0.3836
muit_car,-1.0636,non-misogynistic,2,13,15,-0.3836
ach_dev,-1.0636,non-misogynistic,2,13,15,-0.3836
ond_fic,-1.0636,non-misogynistic,2,13,15,-0.3836
dór,-1.0636,non-misogynistic,2,13,15,-0.3836
desonest,-1.0636,non-misogynistic,2,13,15,-0.3836
pod_sair,-1.0636,non-misogynistic,2,13,15,-0.3836
caminh_cert,-1.0636,non-misogynistic,2,13,15,-0.3836
gost_diss,-1.0636,non-misogynistic,2,13,15,-0.3836
bib,-1.0636,non-misogynistic,2,13,15,-0.3836
log_log,-1.0636,non-misogynistic,2,13,15,-0.3836
moral,-1.0639,non-misogynistic,49,192,241,-0.1938
peix,-1.0695,non-misogynistic,6,29,35,-0.2984
hitl,-1.0695,non-misogynistic,6,29,35,-0.2984
zo,-1.0695,non-misogynistic,6,29,35,-0.2984
ridícul,-1.0756,non-misogynistic,75,289,364,-0.1823
trem,-1.0772,non-misogynistic,7,33,40,-0.2901
sob,-1.0772,non-misogynistic,7,33,40,-0.2901
pens_pod,-1.0853,non-misogynistic,1,9,10,-0.4526
ness_govern,-1.0853,non-misogynistic,1,9,10,-0.4526
tod_trabalh,-1.0853,non-misogynistic,1,9,10,-0.4526
tain,-1.0853,non-misogynistic,1,9,10,-0.4526
usp,-1.0853,non-misogynistic,1,9,10,-0.4526
nobr,-1.0853,non-misogynistic,1,9,10,-0.4526
lariss,-1.0853,non-misogynistic,1,9,10,-0.4526
pod_confi,-1.0853,non-misogynistic,1,9,10,-0.4526
méd,-1.0853,non-misogynistic,1,9,10,-0.4526
esquerd_fal,-1.0853,non-misogynistic,1,9,10,-0.4526
black,-1.0853,non-misogynistic,1,9,10,-0.4526
diss_car,-1.0853,non-misogynistic,1,9,10,-0.4526
babac_quer,-1.0853,non-misogynistic,1,9,10,-0.4526
atropel,-1.0853,non-misogynistic,1,9,10,-0.4526
extern,-1.0853,non-misogynistic,1,9,10,-0.4526
cir,-1.0853,non-misogynistic,1,9,10,-0.4526
mdi,-1.0853,non-misogynistic,1,9,10,-0.4526
par_vai,-1.0853,non-misogynistic,1,9,10,-0.4526
cois_idiot,-1.0853,non-misogynistic,1,9,10,-0.4526
engrav,-1.0853,non-misogynistic,1,9,10,-0.4526
dev_fic,-1.0853,non-misogynistic,1,9,10,-0.4526
tão_mal,-1.0853,non-misogynistic,1,9,10,-0.4526
quer_mud,-1.0853,non-misogynistic,1,9,10,-0.4526
fiz_pra,-1.0853,non-misogynistic,1,9,10,-0.4526
diss_quer,-1.0853,non-misogynistic,1,9,10,-0.4526
segund_turn,-1.0853,non-misogynistic,1,9,10,-0.4526
fic_temp,-1.0853,non-misogynistic,1,9,10,-0.4526
cio,-1.0853,non-misogynistic,1,9,10,-0.4526
alívi,-1.0853,non-misogynistic,1,9,10,-0.4526
desacredit,-1.0853,non-misogynistic,1,9,10,-0.4526
