term,score,polarity,freq_misogynistic,freq_non_misogynistic,total_freq,log_ratio
rend,-1.7394,non-misogynistic,5,30,35,-0.4854
resist,-1.7394,non-misogynistic,5,30,35,-0.4854
surpr,-1.7394,non-misogynistic,5,30,35,-0.4854
tret,-1.7394,non-misogynistic,5,30,35,-0.4854
faz_cois,-1.7394,non-misogynistic,5,30,35,-0.4854
daquel,-1.7446,non-misogynistic,12,61,73,-0.4053
inclusiv,-1.7462,non-misogynistic,15,74,89,-0.3881
facebook,-1.7557,non-misogynistic,9,48,57,-0.4324
fal_cmg,-1.7636,non-misogynistic,3,21,24,-0.5479
car_car,-1.7636,non-misogynistic,3,21,24,-0.5479
amarr,-1.7636,non-misogynistic,3,21,24,-0.5479
júni,-1.7636,non-misogynistic,3,21,24,-0.5479
tod_respeit,-1.7636,non-misogynistic,3,21,24,-0.5479
corr_atrás,-1.7636,non-misogynistic,3,21,24,-0.5479
promov,-1.7636,non-misogynistic,3,21,24,-0.5479
surg,-1.7636,non-misogynistic,3,21,24,-0.5479
idad,-1.7728,non-misogynistic,11,57,68,-0.4187
direit,-1.7857,non-misogynistic,81,349,430,-0.2944
fer,-1.7969,non-misogynistic,6,35,41,-0.4808
cal,-1.8116,non-misogynistic,44,198,242,-0.3298
moren,-1.8185,non-misogynistic,4,26,30,-0.5296
bolh,-1.8185,non-misogynistic,4,26,30,-0.5296
confianç,-1.8185,non-misogynistic,4,26,30,-0.5296
enxerg,-1.8185,non-misogynistic,4,26,30,-0.5296
gratuit,-1.8185,non-misogynistic,4,26,30,-0.5296
parab,-1.8185,non-misogynistic,4,26,30,-0.5296
defen,-1.8185,non-misogynistic,4,26,30,-0.5296
menin,-1.8189,non-misogynistic,115,489,604,-0.284
lut,-1.8204,non-misogynistic,37,169,206,-0.3414
crim,-1.8273,non-misogynistic,36,165,201,-0.3442
desej,-1.8342,non-misogynistic,14,71,85,-0.4118
idiot,-1.8349,non-misogynistic,96,413,509,-0.2943
inter,-1.8455,non-misogynistic,9,49,58,-0.4526
resum,-1.8477,non-misogynistic,7,40,47,-0.4773
vai_ter,-1.8491,non-misogynistic,22,106,128,-0.3805
pur,-1.8615,non-misogynistic,13,67,80,-0.4236
faz_sent,-1.8673,non-misogynistic,5,31,36,-0.5171
benf,-1.8673,non-misogynistic,5,31,36,-0.5171
atr,-1.8673,non-misogynistic,5,31,36,-0.5171
conquist,-1.8673,non-misogynistic,5,31,36,-0.5171
sal,-1.8737,non-misogynistic,15,76,91,-0.4144
branc,-1.8815,non-misogynistic,107,461,568,-0.2966
pesso_pens,-1.8868,non-misogynistic,1,12,13,-0.715
lúc,-1.8868,non-misogynistic,1,12,13,-0.715
empoder,-1.8868,non-misogynistic,1,12,13,-0.715
bom_temp,-1.8868,non-misogynistic,1,12,13,-0.715
próx_vez,-1.8868,non-misogynistic,1,12,13,-0.715
convers_sobr,-1.8868,non-misogynistic,1,12,13,-0.715
inden,-1.8868,non-misogynistic,1,12,13,-0.715
ter_dad,-1.8868,non-misogynistic,1,12,13,-0.715
mang,-1.8868,non-misogynistic,1,12,13,-0.715
mioj,-1.8868,non-misogynistic,1,12,13,-0.715
sequestr,-1.8868,non-misogynistic,1,12,13,-0.715
vacin,-1.8868,non-misogynistic,1,12,13,-0.715
inevit,-1.8868,non-misogynistic,1,12,13,-0.715
redor,-1.8868,non-misogynistic,1,12,13,-0.715
precis_diss,-1.8868,non-misogynistic,1,12,13,-0.715
sab_tud,-1.8868,non-misogynistic,1,12,13,-0.715
vai_cair,-1.8868,non-misogynistic,1,12,13,-0.715
pra_acredit,-1.8868,non-misogynistic,1,12,13,-0.715
vácu,-1.8868,non-misogynistic,1,12,13,-0.715
cuec,-1.8868,non-misogynistic,1,12,13,-0.715
nao_faz,-1.8868,non-misogynistic,1,12,13,-0.715
dess_garot,-1.8868,non-misogynistic,1,12,13,-0.715
ninh,-1.8868,non-misogynistic,1,12,13,-0.715
licenç,-1.8868,non-misogynistic,1,12,13,-0.715
parec_faz,-1.8868,non-misogynistic,1,12,13,-0.715
sombr,-1.8868,non-misogynistic,1,12,13,-0.715
estratég,-1.8868,non-misogynistic,1,12,13,-0.715
haddad_presid,-1.8868,non-misogynistic,1,12,13,-0.715
ter_corag,-1.8868,non-misogynistic,1,12,13,-0.715
dur_ano,-1.8868,non-misogynistic,1,12,13,-0.715
pouc_temp,-1.8868,non-misogynistic,1,12,13,-0.715
asa,-1.8868,non-misogynistic,1,12,13,-0.715
cas_fal,-1.8868,non-misogynistic,1,12,13,-0.715
diálog,-1.8868,non-misogynistic,1,12,13,-0.715
nome,-1.8868,non-misogynistic,1,12,13,-0.715
vam_faz,-1.8868,non-misogynistic,1,12,13,-0.715
tod_brasil,-1.8868,non-misogynistic,1,12,13,-0.715
ampl,-1.8868,non-misogynistic,1,12,13,-0.715
pow,-1.8868,non-misogynistic,1,12,13,-0.715
conform,-1.8868,non-misogynistic,1,12,13,-0.715
outr_vez,-1.8868,non-misogynistic,1,12,13,-0.715
fal_porqu,-1.8868,non-misogynistic,1,12,13,-0.715
olh_aqu,-1.8868,non-misogynistic,1,12,13,-0.715
cal_pra,-1.8868,non-misogynistic,1,12,13,-0.715
astron,-1.8868,non-misogynistic,1,12,13,-0.715
pomb,-1.8868,non-misogynistic,1,12,13,-0.715
exam,-1.8868,non-misogynistic,1,12,13,-0.715
maur,-1.8868,non-misogynistic,1,12,13,-0.715
faz_diferenç,-1.8868,non-misogynistic,1,12,13,-0.715
pra_cont,-1.8868,non-misogynistic,1,12,13,-0.715
leg,-1.8868,non-misogynistic,1,12,13,-0.715
paraís,-1.8868,non-misogynistic,1,12,13,-0.715
produ,-1.8868,non-misogynistic,1,12,13,-0.715
pesso_conseg,-1.8868,non-misogynistic,1,12,13,-0.715
perturb,-1.8868,non-misogynistic,1,12,13,-0.715
crist,-1.8931,non-misogynistic,8,45,53,-0.4746
diz_pra,-1.902,non-misogynistic,2,17,19,-0.6349
nun,-1.902,non-misogynistic,2,17,19,-0.6349
roch,-1.902,non-misogynistic,2,17,19,-0.6349
berr,-1.902,non-misogynistic,2,17,19,-0.6349
ícon,-1.902,non-misogynistic,2,17,19,-0.6349
cobert,-1.902,non-misogynistic,2,17,19,-0.6349
filosof,-1.902,non-misogynistic,2,17,19,-0.6349
press,-1.9113,non-misogynistic,6,36,42,-0.5082
pod_fic,-1.9113,non-misogynistic,6,36,42,-0.5082
vovó,-1.9185,non-misogynistic,0,7,7,-0.9226
autoritar,-1.9185,non-misogynistic,0,7,7,-0.9226
manch,-1.9185,non-misogynistic,0,7,7,-0.9226
fenômen,-1.9185,non-misogynistic,0,7,7,-0.9226
marot,-1.9185,non-misogynistic,0,7,7,-0.9226
artur,-1.9185,non-misogynistic,0,7,7,-0.9226
terçaf,-1.9185,non-misogynistic,0,7,7,-0.9226
paraib,-1.9185,non-misogynistic,0,7,7,-0.9226
retom,-1.9185,non-misogynistic,0,7,7,-0.9226
unidad,-1.9185,non-misogynistic,0,7,7,-0.9226
prazer,-1.9185,non-misogynistic,0,7,7,-0.9226
ahhhhh,-1.9185,non-misogynistic,0,7,7,-0.9226
sábi,-1.9185,non-misogynistic,0,7,7,-0.9226
aeeee,-1.9185,non-misogynistic,0,7,7,-0.9226
permanent,-1.9185,non-misogynistic,0,7,7,-0.9226
encomend,-1.9185,non-misogynistic,0,7,7,-0.9226
guarulh,-1.9185,non-misogynistic,0,7,7,-0.9226
hummm,-1.9185,non-misogynistic,0,7,7,-0.9226
convert,-1.9185,non-misogynistic,0,7,7,-0.9226
fgt,-1.9185,non-misogynistic,0,7,7,-0.9226
apur,-1.9185,non-misogynistic,0,7,7,-0.9226
aspect,-1.9185,non-misogynistic,0,7,7,-0.9226
fibr,-1.9185,non-misogynistic,0,7,7,-0.9226
trad,-1.9185,non-misogynistic,0,7,7,-0.9226
ohhh,-1.9185,non-misogynistic,0,7,7,-0.9226
infraestrut,-1.9185,non-misogynistic,0,7,7,-0.9226
amooo,-1.9185,non-misogynistic,0,7,7,-0.9226
devag,-1.9185,non-misogynistic,0,7,7,-0.9226
obt,-1.9185,non-misogynistic,0,7,7,-0.9226
denov,-1.9185,non-misogynistic,0,7,7,-0.9226
own,-1.9185,non-misogynistic,0,7,7,-0.9226
decepc,-1.9185,non-misogynistic,0,7,7,-0.9226
martim,-1.9185,non-misogynistic,0,7,7,-0.9226
cell,-1.9185,non-misogynistic,0,7,7,-0.9226
emend,-1.9185,non-misogynistic,0,7,7,-0.9226
alvar,-1.9185,non-misogynistic,0,7,7,-0.9226
verdade,-1.9185,non-misogynistic,0,7,7,-0.9226
imperd,-1.9185,non-misogynistic,0,7,7,-0.9226
opost,-1.9185,non-misogynistic,0,7,7,-0.9226
saír,-1.9185,non-misogynistic,0,7,7,-0.9226
skat,-1.9185,non-misogynistic,0,7,7,-0.9226
desanim,-1.9185,non-misogynistic,0,7,7,-0.9226
vestibul,-1.9185,non-misogynistic,0,7,7,-0.9226
ass,-1.9185,non-misogynistic,0,7,7,-0.9226
dagu,-1.9185,non-misogynistic,0,7,7,-0.9226
agênc,-1.9185,non-misogynistic,0,7,7,-0.9226
boné,-1.9185,non-misogynistic,0,7,7,-0.9226
anderson,-1.9185,non-misogynistic,0,7,7,-0.9226
rot,-1.9185,non-misogynistic,0,7,7,-0.9226
relaç,-1.9293,non-misogynistic,11,59,70,-0.4526
faz_tud,-1.93,non-misogynistic,3,22,25,-0.5924
pod_cham,-1.93,non-misogynistic,3,22,25,-0.5924
cláss,-1.93,non-misogynistic,3,22,25,-0.5924
luan,-1.93,non-misogynistic,3,22,25,-0.5924
vent,-1.93,non-misogynistic,3,22,25,-0.5924
coro,-1.93,non-misogynistic,3,22,25,-0.5924
demonstr,-1.93,non-misogynistic,3,22,25,-0.5924
lar,-1.93,non-misogynistic,3,22,25,-0.5924
pass_pan,-1.93,non-misogynistic,3,22,25,-0.5924
amazôn,-1.9513,non-misogynistic,7,41,48,-0.5014
vag,-1.9513,non-misogynistic,7,41,48,-0.5014
câm,-1.9513,non-misogynistic,7,41,48,-0.5014
pra_peg,-1.9613,non-misogynistic,4,27,31,-0.5659
liter,-1.9613,non-misogynistic,4,27,31,-0.5659
pi,-1.9648,non-misogynistic,108,471,579,-0.3088
mit,-1.9717,non-misogynistic,10,55,65,-0.4706
horr,-1.9851,non-misogynistic,25,122,147,-0.3972
tamanh,-1.988,non-misogynistic,8,46,54,-0.4961
inimig,-1.988,non-misogynistic,8,46,54,-0.4961
civil,-1.9931,non-misogynistic,5,32,37,-0.5479
alhe,-1.9931,non-misogynistic,5,32,37,-0.5479
um_ano,-1.9931,non-misogynistic,5,32,37,-0.5479
pão,-1.9931,non-misogynistic,5,32,37,-0.5479
pod_faz,-1.9999,non-misogynistic,13,69,82,-0.4526
vest,-2.0063,non-misogynistic,11,60,71,-0.4691
respost,-2.0239,non-misogynistic,6,37,43,-0.5348
juiz,-2.0315,non-misogynistic,14,74,88,-0.4526
terr,-2.0367,non-misogynistic,27,132,159,-0.4013
seg,-2.0682,non-misogynistic,13,70,83,-0.4668
dúv,-2.0682,non-misogynistic,13,70,83,-0.4668
prefir,-2.0825,non-misogynistic,11,61,72,-0.4854
model,-2.0926,non-misogynistic,3,23,26,-0.6349
direç,-2.0926,non-misogynistic,3,23,26,-0.6349
odei_gent,-2.0926,non-misogynistic,3,23,26,-0.6349
proc,-2.0926,non-misogynistic,3,23,26,-0.6349
rock,-2.0926,non-misogynistic,3,23,26,-0.6349
mel,-2.0926,non-misogynistic,3,23,26,-0.6349
aind_vai,-2.0926,non-misogynistic,3,23,26,-0.6349
sair_pra,-2.0926,non-misogynistic,3,23,26,-0.6349
doid_pra,-2.0926,non-misogynistic,3,23,26,-0.6349
signific,-2.0926,non-misogynistic,3,23,26,-0.6349
kpop,-2.0926,non-misogynistic,3,23,26,-0.6349
sep,-2.0926,non-misogynistic,3,23,26,-0.6349
fal_comig,-2.0926,non-misogynistic,3,23,26,-0.6349
ahhh,-2.0976,non-misogynistic,2,18,20,-0.689
vai_acontec,-2.0976,non-misogynistic,2,18,20,-0.689
paci_pra,-2.0976,non-misogynistic,2,18,20,-0.689
fortalec,-2.0976,non-misogynistic,2,18,20,-0.689
apont,-2.0976,non-misogynistic,2,18,20,-0.689
hashtag,-2.0976,non-misogynistic,2,18,20,-0.689
bem_melhor,-2.0976,non-misogynistic,2,18,20,-0.689
restaurant,-2.0976,non-misogynistic,2,18,20,-0.689
urubu,-2.0976,non-misogynistic,2,18,20,-0.689
legisl,-2.0976,non-misogynistic,2,18,20,-0.689
portant,-2.0976,non-misogynistic,2,18,20,-0.689
grac,-2.0976,non-misogynistic,2,18,20,-0.689
dobr,-2.0976,non-misogynistic,2,18,20,-0.689
exclu,-2.0976,non-misogynistic,2,18,20,-0.689
ach_pesso,-2.0976,non-misogynistic,2,18,20,-0.689
destin,-2.0976,non-misogynistic,2,18,20,-0.689
quer_pra,-2.0976,non-misogynistic,2,18,20,-0.689
fiq_put,-2.0976,non-misogynistic,2,18,20,-0.689
vou_lev,-2.0976,non-misogynistic,2,18,20,-0.689
ach_lind,-2.0976,non-misogynistic,2,18,20,-0.689
desaparec,-2.0976,non-misogynistic,2,18,20,-0.689
anal,-2.0976,non-misogynistic,2,18,20,-0.689
milh,-2.0976,non-misogynistic,2,18,20,-0.689
leu,-2.0976,non-misogynistic,2,18,20,-0.689
pass_raiv,-2.0976,non-misogynistic,2,18,20,-0.689
kkkkkkkkkkkkkkkkkkkkkkkk,-2.0976,non-misogynistic,2,18,20,-0.689
desconfi,-2.0976,non-misogynistic,2,18,20,-0.689
feat,-2.0976,non-misogynistic,2,18,20,-0.689
poç,-2.0976,non-misogynistic,2,18,20,-0.689
mistur,-2.0976,non-misogynistic,2,18,20,-0.689
fal_fei,-2.0976,non-misogynistic,2,18,20,-0.689
nad_pra,-2.1015,non-misogynistic,4,28,32,-0.601
ein,-2.1015,non-misogynistic,4,28,32,-0.601
oab,-2.1015,non-misogynistic,4,28,32,-0.601
bebê,-2.1015,non-misogynistic,4,28,32,-0.601
pag_pau,-2.1015,non-misogynistic,4,28,32,-0.601
lomotif,-2.1015,non-misogynistic,4,28,32,-0.601
internac_mulh,-2.1084,non-misogynistic,9,52,61,-0.5109
antig,-2.1084,non-misogynistic,9,52,61,-0.5109
sang,-2.1084,non-misogynistic,9,52,61,-0.5109
quant,-2.1112,non-misogynistic,61,282,343,-0.3615
ord,-2.1167,non-misogynistic,5,33,38,-0.5778
report,-2.1167,non-misogynistic,5,33,38,-0.5778
pern,-2.1167,non-misogynistic,5,33,38,-0.5778
págin,-2.1167,non-misogynistic,5,33,38,-0.5778
oferec,-2.1167,non-misogynistic,5,33,38,-0.5778
caramb,-2.1167,non-misogynistic,5,33,38,-0.5778
camp,-2.1338,non-misogynistic,10,57,67,-0.5057
cag,-2.134,non-misogynistic,22,112,134,-0.4351
doid,-2.1345,non-misogynistic,24,121,145,-0.4283
organiz,-2.1348,non-misogynistic,6,38,44,-0.5608
constitu,-2.1348,non-misogynistic,6,38,44,-0.5608
pop,-2.1368,non-misogynistic,1,13,14,-0.7891
exalt,-2.1368,non-misogynistic,1,13,14,-0.7891
tud_pqp,-2.1368,non-misogynistic,1,13,14,-0.7891
ilusã,-2.1368,non-misogynistic,1,13,14,-0.7891
fei_chat,-2.1368,non-misogynistic,1,13,14,-0.7891
jog_bol,-2.1368,non-misogynistic,1,13,14,-0.7891
playlist,-2.1368,non-misogynistic,1,13,14,-0.7891
glac_joaquin,-2.1368,non-misogynistic,1,13,14,-0.7891
lingu,-2.1368,non-misogynistic,1,13,14,-0.7891
ctz,-2.1368,non-misogynistic,1,13,14,-0.7891
porqu_fic,-2.1368,non-misogynistic,1,13,14,-0.7891
rio_branc,-2.1368,non-misogynistic,1,13,14,-0.7891
marvel,-2.1368,non-misogynistic,1,13,14,-0.7891
ach_car,-2.1368,non-misogynistic,1,13,14,-0.7891
pag_cont,-2.1368,non-misogynistic,1,13,14,-0.7891
mulh_feliz,-2.1368,non-misogynistic,1,13,14,-0.7891
tip_pesso,-2.1368,non-misogynistic,1,13,14,-0.7891
poss_diz,-2.1368,non-misogynistic,1,13,14,-0.7891
open,-2.1368,non-misogynistic,1,13,14,-0.7891
ot,-2.1368,non-misogynistic,1,13,14,-0.7891
teix,-2.1368,non-misogynistic,1,13,14,-0.7891
adquir,-2.1368,non-misogynistic,1,13,14,-0.7891
obv,-2.1368,non-misogynistic,1,13,14,-0.7891
gostos,-2.1368,non-misogynistic,1,13,14,-0.7891
pref,-2.1368,non-misogynistic,1,13,14,-0.7891
pornograf,-2.1368,non-misogynistic,1,13,14,-0.7891
sab_quer,-2.1368,non-misogynistic,1,13,14,-0.7891
própr_filh,-2.1368,non-misogynistic,1,13,14,-0.7891
pod_acontec,-2.1368,non-misogynistic,1,13,14,-0.7891
ajeit,-2.1368,non-misogynistic,1,13,14,-0.7891
quer_cas,-2.1368,non-misogynistic,1,13,14,-0.7891
proíb,-2.1368,non-misogynistic,1,13,14,-0.7891
ilumin,-2.1368,non-misogynistic,1,13,14,-0.7891
obvi,-2.1368,non-misogynistic,1,13,14,-0.7891
vem_gent,-2.1368,non-misogynistic,1,13,14,-0.7891
man_fal,-2.1368,non-misogynistic,1,13,14,-0.7891
fernand,-2.1368,non-misogynistic,1,13,14,-0.7891
exist_pesso,-2.1368,non-misogynistic,1,13,14,-0.7891
pra_beb,-2.1368,non-misogynistic,1,13,14,-0.7891
transfer,-2.1368,non-misogynistic,1,13,14,-0.7891
final_seman,-2.1368,non-misogynistic,1,13,14,-0.7891
francisc,-2.1368,non-misogynistic,1,13,14,-0.7891
poss_fei,-2.1368,non-misogynistic,1,13,14,-0.7891
malh,-2.1368,non-misogynistic,1,13,14,-0.7891
joaquin_teix,-2.1368,non-misogynistic,1,13,14,-0.7891
rsrsr,-2.1368,non-misogynistic,1,13,14,-0.7891
cair_bund,-2.1368,non-misogynistic,1,13,14,-0.7891
rachel,-2.1368,non-misogynistic,1,13,14,-0.7891
glac,-2.1368,non-misogynistic,1,13,14,-0.7891
ilh,-2.1368,non-misogynistic,1,13,14,-0.7891
deu_sab,-2.1368,non-misogynistic,1,13,14,-0.7891
poss_fal,-2.1368,non-misogynistic,1,13,14,-0.7891
própri,-2.1393,non-misogynistic,28,139,167,-0.4175
princip,-2.1473,non-misogynistic,16,85,101,-0.4643
local,-2.1543,non-misogynistic,7,43,50,-0.5479
dia_pra,-2.1543,non-misogynistic,7,43,50,-0.5479
produz,-2.1543,non-misogynistic,7,43,50,-0.5479
amém,-2.1543,non-misogynistic,7,43,50,-0.5479
sufici,-2.1543,non-misogynistic,7,43,50,-0.5479
aliment,-2.1543,non-misogynistic,7,43,50,-0.5479
rod,-2.1742,non-misogynistic,8,48,56,-0.5378
sinal,-2.1742,non-misogynistic,8,48,56,-0.5378
pedr,-2.181,non-misogynistic,12,67,79,-0.4977
julg,-2.1835,non-misogynistic,15,81,96,-0.4773
hospit,-2.194,non-misogynistic,9,53,62,-0.5296
vdd,-2.194,non-misogynistic,9,53,62,-0.5296
trat,-2.2015,non-misogynistic,23,118,141,-0.4442
daí,-2.2029,non-misogynistic,13,72,85,-0.4946
independ,-2.2136,non-misogynistic,10,58,68,-0.5228
polic,-2.2136,non-misogynistic,10,58,68,-0.5228
declar,-2.2382,non-misogynistic,5,34,39,-0.6067
hat,-2.2382,non-misogynistic,5,34,39,-0.6067
ocup,-2.2389,non-misogynistic,4,29,33,-0.6349
fal_fal,-2.2389,non-misogynistic,4,29,33,-0.6349
pod_us,-2.2389,non-misogynistic,4,29,33,-0.6349
fofoc,-2.2389,non-misogynistic,4,29,33,-0.6349
audi,-2.2441,non-misogynistic,6,39,45,-0.5861
tad,-2.2441,non-misogynistic,6,39,45,-0.5861
assin,-2.2441,non-misogynistic,6,39,45,-0.5861
aproveit,-2.2513,non-misogynistic,12,68,80,-0.5123
estrut,-2.2517,non-misogynistic,3,24,27,-0.6757
envi,-2.2517,non-misogynistic,3,24,27,-0.6757
recurs,-2.2517,non-misogynistic,3,24,27,-0.6757
emoc,-2.2517,non-misogynistic,3,24,27,-0.6757
faz_car,-2.2517,non-misogynistic,3,24,27,-0.6757
ach_bonit,-2.2517,non-misogynistic,3,24,27,-0.6757
suspeit,-2.2517,non-misogynistic,3,24,27,-0.6757
adolesc,-2.2517,non-misogynistic,3,24,27,-0.6757
lol,-2.2537,non-misogynistic,7,44,51,-0.5704
apost,-2.2655,non-misogynistic,8,49,57,-0.558
indign,-2.2655,non-misogynistic,8,49,57,-0.558
cab,-2.2655,non-misogynistic,8,49,57,-0.558
quê,-2.2655,non-misogynistic,8,49,57,-0.558
plen,-2.2655,non-misogynistic,8,49,57,-0.558
econom,-2.2655,non-misogynistic,8,49,57,-0.558
igrej,-2.2694,non-misogynistic,13,73,86,-0.5082
fal_ont,-2.2859,non-misogynistic,0,8,8,-1.0404
melã,-2.2859,non-misogynistic,0,8,8,-1.0404
lazarent,-2.2859,non-misogynistic,0,8,8,-1.0404
espac,-2.2859,non-misogynistic,0,8,8,-1.0404
hoj_pau,-2.2859,non-misogynistic,0,8,8,-1.0404
tcnic,-2.2859,non-misogynistic,0,8,8,-1.0404
ach_mal,-2.2859,non-misogynistic,0,8,8,-1.0404
aproxim,-2.2859,non-misogynistic,0,8,8,-1.0404
pens_faz,-2.2859,non-misogynistic,0,8,8,-1.0404
bat_vou,-2.2859,non-misogynistic,0,8,8,-1.0404
irmã_faz,-2.2859,non-misogynistic,0,8,8,-1.0404
amo_filh,-2.2859,non-misogynistic,0,8,8,-1.0404
diz_vou,-2.2859,non-misogynistic,0,8,8,-1.0404
manifest_frent,-2.2859,non-misogynistic,0,8,8,-1.0404
ach_faz,-2.2859,non-misogynistic,0,8,8,-1.0404
tav_vend,-2.2859,non-misogynistic,0,8,8,-1.0404
amig_amig,-2.2859,non-misogynistic,0,8,8,-1.0404
entend_fal,-2.2859,non-misogynistic,0,8,8,-1.0404
vontad_bat,-2.2859,non-misogynistic,0,8,8,-1.0404
chup_bucet,-2.2859,non-misogynistic,0,8,8,-1.0404
fiq_tão,-2.2859,non-misogynistic,0,8,8,-1.0404
porr_qu,-2.2859,non-misogynistic,0,8,8,-1.0404
porr_kkkkkkkkkk,-2.2859,non-misogynistic,0,8,8,-1.0404
biquín,-2.2859,non-misogynistic,0,8,8,-1.0404
pens_vou,-2.2859,non-misogynistic,0,8,8,-1.0404
vim_aqu,-2.2859,non-misogynistic,0,8,8,-1.0404
curios,-2.2859,non-misogynistic,0,8,8,-1.0404
lind_vermelh,-2.2859,non-misogynistic,0,8,8,-1.0404
sab_cont,-2.2859,non-misogynistic,0,8,8,-1.0404
gent_par,-2.2859,non-misogynistic,0,8,8,-1.0404
porqu_hoj,-2.2859,non-misogynistic,0,8,8,-1.0404
alg_import,-2.2859,non-misogynistic,0,8,8,-1.0404
calour,-2.2859,non-misogynistic,0,8,8,-1.0404
pod_dorm,-2.2859,non-misogynistic,0,8,8,-1.0404
cheg_dess,-2.2859,non-misogynistic,0,8,8,-1.0404
fodac,-2.2859,non-misogynistic,0,8,8,-1.0404
aind_ter,-2.2859,non-misogynistic,0,8,8,-1.0404
str,-2.2859,non-misogynistic,0,8,8,-1.0404
vid_vai,-2.2859,non-misogynistic,0,8,8,-1.0404
conclu,-2.2859,non-misogynistic,0,8,8,-1.0404
demal_porr,-2.2859,non-misogynistic,0,8,8,-1.0404
mastig,-2.2859,non-misogynistic,0,8,8,-1.0404
bonit_gost,-2.2859,non-misogynistic,0,8,8,-1.0404
arauj,-2.2859,non-misogynistic,0,8,8,-1.0404
quer_pau,-2.2859,non-misogynistic,0,8,8,-1.0404
taí,-2.2859,non-misogynistic,0,8,8,-1.0404
pen_bom,-2.2859,non-misogynistic,0,8,8,-1.0404
batist,-2.2859,non-misogynistic,0,8,8,-1.0404
pouc_vai,-2.2859,non-misogynistic,0,8,8,-1.0404
dia_car,-2.2859,non-misogynistic,0,8,8,-1.0404
traj,-2.2859,non-misogynistic,0,8,8,-1.0404
man_pens,-2.2859,non-misogynistic,0,8,8,-1.0404
ter_pag,-2.2859,non-misogynistic,0,8,8,-1.0404
vai_final,-2.2859,non-misogynistic,0,8,8,-1.0404
brasil_venc,-2.2859,non-misogynistic,0,8,8,-1.0404
vou_tom,-2.2859,non-misogynistic,0,8,8,-1.0404
pro_brasil,-2.2859,non-misogynistic,0,8,8,-1.0404
porr_cheg,-2.2859,non-misogynistic,0,8,8,-1.0404
descend,-2.2859,non-misogynistic,0,8,8,-1.0404
adoç,-2.2859,non-misogynistic,0,8,8,-1.0404
pod_sim,-2.2859,non-misogynistic,0,8,8,-1.0404
queen,-2.2859,non-misogynistic,0,8,8,-1.0404
cavern,-2.2859,non-misogynistic,0,8,8,-1.0404
engraç_pqp,-2.2859,non-misogynistic,0,8,8,-1.0404
nad_fod,-2.2859,non-misogynistic,0,8,8,-1.0404
engra,-2.2859,non-misogynistic,0,8,8,-1.0404
mil_pesso,-2.2859,non-misogynistic,0,8,8,-1.0404
pra_perd,-2.2859,non-misogynistic,0,8,8,-1.0404
frozen,-2.2859,non-misogynistic,0,8,8,-1.0404
complet_idiot,-2.2859,non-misogynistic,0,8,8,-1.0404
inseguranç,-2.2859,non-misogynistic,0,8,8,-1.0404
atol,-2.2859,non-misogynistic,0,8,8,-1.0404
sair_hoj,-2.2859,non-misogynistic,0,8,8,-1.0404
lind_parabém,-2.2859,non-misogynistic,0,8,8,-1.0404
aind_tav,-2.2859,non-misogynistic,0,8,8,-1.0404
fic_boiol,-2.2859,non-misogynistic,0,8,8,-1.0404
brasil_vam,-2.2859,non-misogynistic,0,8,8,-1.0404
helen,-2.2859,non-misogynistic,0,8,8,-1.0404
dog,-2.2859,non-misogynistic,0,8,8,-1.0404
faz_víde,-2.2859,non-misogynistic,0,8,8,-1.0404
parec_crianç,-2.2859,non-misogynistic,0,8,8,-1.0404
nunc_consegu,-2.2859,non-misogynistic,0,8,8,-1.0404
quas_infart,-2.2859,non-misogynistic,0,8,8,-1.0404
gent_tav,-2.2859,non-misogynistic,0,8,8,-1.0404
andr,-2.2859,non-misogynistic,0,8,8,-1.0404
talkey,-2.2859,non-misogynistic,0,8,8,-1.0404
tod_fud,-2.2859,non-misogynistic,0,8,8,-1.0404
rol_vai,-2.2859,non-misogynistic,0,8,8,-1.0404
fiz_nad,-2.2859,non-misogynistic,0,8,8,-1.0404
padrast,-2.2859,non-misogynistic,0,8,8,-1.0404
pra_consegu,-2.2859,non-misogynistic,0,8,8,-1.0404
msm_sab,-2.2859,non-misogynistic,0,8,8,-1.0404
sempr_dig,-2.2859,non-misogynistic,0,8,8,-1.0404
hyp,-2.2859,non-misogynistic,0,8,8,-1.0404
bem_filh,-2.2859,non-misogynistic,0,8,8,-1.0404
hard,-2.2859,non-misogynistic,0,8,8,-1.0404
cert_gent,-2.2859,non-misogynistic,0,8,8,-1.0404
fod_amig,-2.2859,non-misogynistic,0,8,8,-1.0404
tropic,-2.2859,non-misogynistic,0,8,8,-1.0404
lee,-2.2859,non-misogynistic,0,8,8,-1.0404
aind_resp,-2.2859,non-misogynistic,0,8,8,-1.0404
lind_dia,-2.2859,non-misogynistic,0,8,8,-1.0404
abr_process,-2.2859,non-misogynistic,0,8,8,-1.0404
pens_caralh,-2.2859,non-misogynistic,0,8,8,-1.0404
faz_amig,-2.2859,non-misogynistic,0,8,8,-1.0404
priorit,-2.2859,non-misogynistic,0,8,8,-1.0404
twitt_pra,-2.2859,non-misogynistic,0,8,8,-1.0404
fbi,-2.2859,non-misogynistic,0,8,8,-1.0404
precis_compr,-2.2859,non-misogynistic,0,8,8,-1.0404
destil,-2.2859,non-misogynistic,0,8,8,-1.0404
